x,y,radius
1701,1478,26.5
948,2713,24.0
3443,2111,28.0
3938,3998,21.0
3184,330,21.0
3625,1755,22.5
3381,4394,23.5
2703,4614,26.0
1415,3358,30.0
2852,1242,30.0
4145,2298,24.5
2508,4483,28.0
1160,2394,21.5
1600,3099,25.5
39,3134,27.0
4475,4824,27.0
3808,438,23.0
3284,415,21.5
4344,4365,23.5
3127,887,28.5
3839,1860,23.0
211,723,27.5
1397,3560,29.5
3841,731,24.5
1682,3879,23.0
2975,4445,27.0
2634,2330,27.0
2148,4305,25.0
579,1092,29.0
493,1860,26.0
620,4631,21.0
2336,4616,27.0
4713,4967,20.0
1419,2736,21.0
1111,3383,27.0
577,3510,25.0
1096,3999,24.5
957,3784,20.0
1589,2420,22.5
2149,1149,29.5
1280,4672,30.0
4817,3351,27.5
685,1036,26.0
4526,4093,22.5
4380,2286,20.5
1803,308,24.0
948,1006,23.5
4922,4970,28.5
3719,572,29.5
265,4342,26.0
3211,3057,28.0
3206,2597,27.5
3776,4962,26.5
4707,1471,30.0
387,4306,27.0
2497,2374,23.5
4453,1563,23.0
3149,520,28.0
1599,4761,23.5
3372,3804,25.5
932,2324,20.0
2957,3781,24.5
1947,2654,20.0
3476,4953,24.0
4082,3912,21.5
1985,1369,27.0
2125,4228,28.5
3184,4690,28.0
314,2685,21.5
2559,1407,28.5
694,4095,24.0
3977,1298,26.5
1159,1021,26.5
4728,2428,29.5
219,116,29.0
206,4261,27.5
1003,264,21.0
1245,734,26.0
3664,328,22.0
2953,1796,21.0
3076,931,23.0
3093,1438,21.0
4720,1793,26.5
3831,3601,26.5
3416,159,26.5
1697,3711,20.0
71,1016,26.0
1431,618,28.5
1073,1446,28.0
3252,2435,25.5
2216,3442,29.0
1391,1761,27.5
342,517,24.0
2100,2964,26.0
779,3128,23.0
3999,516,20.0
4538,117,21.5
2328,3276,23.5
2746,4460,28.5
3979,1067,24.0
1385,4307,21.0
4638,745,21.5
1658,1608,21.0
949,2276,24.5
1417,121,22.5
4762,1961,22.0
4844,3433,30.0
2035,1857,30.0
1764,337,23.5
892,722,24.0
683,4875,22.5
609,1856,24.5
3516,2684,24.0
3833,1610,27.0
867,1769,23.0
4058,4566,30.0
4357,1743,24.0
3497,220,28.5
4775,1394,20.0
4753,1508,25.0
428,2161,22.0
2702,3584,22.5
2500,2115,21.5
948,2445,21.5
1248,1170,24.5
3467,3855,27.5
2207,4419,29.0
91,881,30.0
1531,199,22.5
4579,1450,26.5
1529,64,22.5
2850,77,26.0
3932,2646,22.0
4013,2192,27.5
2464,3160,23.0
223,2730,24.5
1789,1964,29.0
2367,4833,24.0
3004,3166,29.5
4509,2921,25.5
3077,1603,27.5
1737,2258,25.5
3627,1554,21.5
2480,1745,23.5
4889,321,24.0
2829,3261,30.0
4543,4821,21.5
4425,3841,27.0
1938,3817,20.5
670,912,23.5
2098,3883,24.0
688,4223,20.5
3375,3280,26.0
4659,4923,23.5
1521,4284,25.0
3149,2569,22.5
1272,1911,25.5
3257,1581,29.0
1243,4300,24.5
4389,3069,22.5
3606,165,21.5
2676,705,27.5
869,1029,27.0
3235,1957,28.0
4385,277,22.0
572,3931,27.0
1539,267,26.5
1780,1269,27.0
2895,2600,24.5
2614,956,26.0
2963,4015,23.5
4861,2537,29.0
344,4282,21.0
3669,4662,22.5
2280,1824,29.5
3361,1065,21.0
2491,4105,27.0
1495,4635,26.0
2594,4037,24.0
3497,2176,27.0
3319,3229,25.5
2892,3972,30.0
3638,3734,24.0
2090,4293,25.0
637,3440,28.0
3650,2976,25.5
1464,4594,24.5
1965,610,24.5
2940,2877,23.5
2673,2556,29.5
3429,1787,23.0
2427,1019,23.5
211,2171,21.0
3830,4369,24.0
1812,746,26.0
3953,3832,23.0
1003,2732,21.0
1267,2498,25.0
436,943,24.5
3346,4766,25.0
356,871,22.0
1861,923,27.0
1838,3219,26.0
1170,453,28.5
4325,2078,25.0
127,812,28.0
958,3436,25.0
2229,1781,21.5
2271,3145,22.5
443,4429,28.5
769,85,21.5
4703,4643,25.5
4322,2371,20.5
1098,4118,27.0
2979,2841,29.0
1594,4644,27.5
1147,199,25.5
4669,587,25.5
1251,2996,27.5
1658,645,22.5
562,3733,25.5
4739,3563,20.0
796,3830,26.5
4547,1023,20.5
689,464,27.0
315,2631,28.0
4157,3188,25.0
948,3092,23.0
1951,4964,27.0
774,1639,21.5
3898,922,29.5
2824,662,27.5
3568,4960,29.5
351,4789,29.0
2395,1154,23.0
1717,1398,29.5
2624,4155,27.0
2162,1783,24.0
1375,43,26.5
2369,3935,29.5
1020,4421,29.5
87,4202,21.5
2762,1438,21.5
1831,3997,23.0
782,4206,26.0
1175,2186,27.0
2822,3051,27.0
2304,224,21.0
3470,2898,21.0
2980,2290,29.5
984,2386,22.0
1890,4527,22.0
299,3864,28.5
432,3668,24.0
1943,3353,25.0
1956,4030,29.5
3918,4315,26.5
3878,4452,22.0
4503,3937,22.0
1329,4490,26.0
2445,3322,20.5
1232,137,27.0
2140,3857,24.0
1485,3685,22.0
2268,4349,27.0
578,186,29.0
352,1908,29.0
2677,3519,28.0
3666,1361,25.5
4012,3644,24.0
631,2740,29.5
4266,1366,26.5
1103,3779,30.0
3740,4723,25.5
2022,3554,21.5
3275,3709,28.5
1681,1716,27.0
3487,161,26.0
2264,659,28.5
1743,2416,21.0
1467,4236,25.5
2529,246,27.5
194,3250,20.5
3137,4408,23.0
4431,232,29.5
2451,730,23.0
4642,3765,26.5
2224,548,24.0
1846,216,23.0
1911,3583,25.0
1622,350,23.5
1666,4873,28.0
1143,3614,27.5
1055,2721,27.5
3255,3288,30.0
176,767,25.0
4590,775,24.5
891,4910,28.5
341,1352,29.5
1820,642,23.0
4431,4911,29.0
1970,4377,27.5
781,2637,29.0
257,811,27.5
2799,325,22.5
1259,1591,24.5
3720,4631,23.5
580,3418,29.0
4523,2251,29.5
4399,3421,24.5
3134,4950,20.0
1236,4436,24.5
4282,1805,24.5
4705,735,23.5
3670,459,26.5
3895,4753,27.5
438,2615,30.0
2756,3075,23.5
3964,3529,20.5
1609,992,22.5
4397,1124,20.0
4553,201,22.5
2478,88,25.5
1450,4885,29.5
4616,3226,25.5
849,78,21.0
421,3764,25.5
2913,1754,25.5
107,1956,24.0
3184,2943,29.0
877,2069,22.0
4809,1416,20.0
1240,3560,29.5
375,2499,24.0
4271,4514,23.0
4084,1925,23.5
1719,2834,22.5
1077,396,27.0
4411,1520,26.5
340,4503,29.5
2769,3152,25.5
4845,2362,24.0
4049,159,30.0
1846,2632,20.5
477,815,25.0
4715,1687,20.5
3610,841,24.5
4009,3257,27.0
1022,2614,27.0
2628,1174,25.0
1082,2855,23.0
2446,504,30.0
730,4047,23.5
2466,2491,26.5
4285,1093,27.0
1983,4679,29.5
3582,443,26.5
1712,990,21.0
2570,1056,25.5
993,3637,26.5
1342,2046,28.5
3983,2527,24.0
2502,2725,25.5
484,397,23.5
4195,574,24.0
2447,786,25.0
331,4591,23.0
1826,3507,26.0
3943,4393,25.0
3398,3422,29.5
3534,2054,27.0
418,2932,27.0
2973,487,24.5
4105,3711,26.5
2649,4715,29.5
1568,1353,22.5
2547,3572,28.5
2783,371,24.5
4486,102,23.5
4035,799,26.5
3706,2950,26.0
4217,867,25.5
213,4740,26.0
3813,1002,29.5
3659,3623,25.0
1882,1851,29.5
947,619,24.0
3938,1783,29.0
3089,1243,26.5
2357,2739,25.5
504,4864,26.0
478,1034,26.5
2455,2176,24.0
2784,197,23.0
183,4049,20.5
1199,1281,21.0
3205,537,28.5
4292,4650,21.0
214,195,22.5
2635,868,29.5
3514,1620,26.5
4770,2977,24.0
1541,1898,21.5
1871,2398,27.5
1535,1124,23.0
1487,604,21.5
510,3937,26.0
3146,4761,29.0
3689,4144,26.5
1204,33,24.0
1779,172,20.0
4499,1993,20.0
3052,3630,29.0
3482,2458,27.0
3113,1174,25.0
330,467,22.5
1487,282,27.0
3967,25,20.0
3872,2529,23.5
2834,2715,21.0
3037,4468,25.0
4702,3314,24.0
865,4506,23.5
791,1350,23.5
289,2969,27.5
3757,4311,20.5
3902,2045,28.5
2695,2491,24.0
571,2359,25.0
4650,2672,23.0
4348,2504,27.5
4235,4636,24.5
63,4588,24.5
399,2723,27.0
1679,3467,21.0
1813,2592,24.5
2643,1916,25.5
2703,2637,22.5
4199,4248,23.5
1612,1336,21.0
1822,4059,29.5
636,2534,21.0
2816,4734,20.5
2311,3191,22.0
475,269,26.5
1204,2836,21.0
237,1010,24.5
4925,3242,27.0
3796,3393,27.0
2944,4332,28.0
2369,1275,22.5
3968,3201,24.5
3912,576,21.0
524,720,25.5
2352,2177,21.0
918,2399,26.5
3534,2843,24.5
138,3334,24.0
2462,4735,24.0
2149,116,29.5
4247,1000,20.0
2295,1056,25.0
825,339,20.0
1034,2775,28.5
4927,1275,24.5
1152,2344,25.5
2317,466,20.0
2037,2736,20.5
3264,965,30.0
1676,4554,25.5
1778,3461,24.5
1969,3161,21.5
4635,1979,23.0
2316,858,23.5
1331,1630,27.5
3231,327,25.0
4252,3763,22.5
173,316,28.5
3274,2332,25.0
3674,540,22.5
4668,405,26.0
2459,2344,23.5
2695,933,29.5
422,3278,21.0
949,3681,24.5
1975,2983,28.5
3629,3104,21.0
1198,961,23.5
2017,2361,26.0
1682,4811,28.5
4429,1656,21.5
3118,3324,21.5
3673,3303,24.5
3533,674,24.0
2783,3412,26.5
1424,2493,23.5
768,2103,27.5
4038,1620,23.5
3738,983,28.5
3654,4462,29.5
1475,3457,27.5
909,431,24.0
407,3966,26.0
2567,905,29.0
1140,1214,24.0
2596,3334,21.0
1136,3962,27.0
149,3441,23.0
505,1463,26.5
3714,1680,22.5
467,3206,23.5
2763,686,30.0
89,3144,20.0
3174,951,21.5
3355,2184,28.5
547,1623,27.0
4688,1608,22.5
3172,692,22.5
4635,1109,24.0
840,4763,21.5
2842,1879,25.5
3737,35,29.0
3688,70,22.0
3029,2265,21.0
654,588,28.5
1870,3654,26.0
3573,1982,29.5
969,2594,24.0
739,2026,21.0
819,4451,26.5
4259,272,24.5
1337,4765,22.0
4166,1808,21.0
4424,2622,25.0
1194,1835,22.5
1406,739,25.5
1633,3157,22.0
489,4718,25.5
1627,1558,23.0
2451,1245,26.5
3095,154,25.5
3049,4961,27.5
3802,619,22.0
4715,3410,22.5
1309,3703,26.5
2234,3382,29.0
1451,179,28.5
42,4535,29.0
3076,4622,21.0
2329,627,28.0
3290,110,23.5
4399,3922,28.0
4396,478,26.5
464,2352,25.0
4352,4867,24.0
1079,210,22.5
4126,4367,27.0
3798,2797,23.0
820,4856,25.0
4716,2689,25.0
136,907,21.0
4165,3571,26.5
2457,3897,24.5
2197,4087,25.0
4066,1243,20.5
4977,3214,21.5
4950,2287,23.5
4543,591,24.0
303,3579,22.0
1582,1152,25.5
130,1071,21.0
28,4308,25.0
4802,642,26.5
2825,4602,29.0
4718,3853,25.0
3143,4198,25.0
2525,175,27.0
4525,2435,26.0
548,4457,24.5
1654,2042,22.5
3184,1896,22.5
4688,2583,22.0
4765,1344,30.0
3061,286,29.0
2283,937,24.5
3661,123,25.0
965,3376,24.5
3741,365,27.5
3797,4742,26.0
3581,628,25.5
3206,1260,26.5
1795,3125,20.0
3794,1116,20.5
3671,3951,24.0
3567,2162,29.5
3270,3826,22.0
1170,4154,29.5
2855,1725,21.5
4456,2971,29.0
1113,1695,24.5
4231,2827,29.0
1982,151,21.5
4704,92,24.5
2997,62,26.0
3032,4739,22.5
1997,4090,27.5
4538,856,20.5
1169,3239,25.5
4503,937,21.5
3541,4407,22.0
3111,2202,20.5
714,974,28.5
4639,4341,21.0
1774,3540,27.0
978,4971,22.5
285,683,21.0
2855,3753,28.5
3882,4671,28.5
2382,828,27.0
289,415,28.0
972,4589,22.5
751,1497,29.5
3134,4882,27.0
4704,1874,25.5
925,3000,26.5
2013,547,23.5
3421,1654,24.0
4796,880,27.5
2319,3974,21.5
3450,3545,24.0
4473,3535,24.5
428,4888,29.5
1642,1864,26.0
4117,853,29.5
1219,2941,22.5
4447,3051,25.0
319,3030,20.0
3035,2457,30.0
4958,4469,20.5
3392,1945,27.5
1812,2726,25.0
2508,4601,27.5
2874,4235,27.0
3988,4129,26.0
1106,4337,26.5
2858,1421,29.0
3112,3468,26.0
2667,3738,23.0
1526,2219,21.5
3844,3180,29.5
3300,1965,23.0
3357,2652,22.5
763,135,26.0
1095,3026,23.5
1458,334,28.0
1160,737,27.5
374,1489,28.5
190,1029,20.0
3337,1441,28.0
3172,2477,24.5
1273,909,29.5
4967,4228,29.0
1136,4508,24.0
984,1128,25.5
2648,154,26.5
1430,3901,23.5
1865,1545,22.0
4168,1484,21.0
2651,629,29.5
1915,4101,29.5
1161,3820,20.5
2106,4157,23.5
4930,2238,22.5
3487,659,22.5
1814,3289,28.0
3113,1057,28.0
4029,2971,21.0
3831,2756,22.0
4545,2046,24.5
1673,1939,24.0
1038,3859,22.5
474,751,22.5
218,3017,24.0
1726,4211,21.5
4273,2419,22.0
1161,4841,24.0
4843,422,25.5
4914,3560,29.5
370,2417,21.5
2453,3397,29.5
4634,4724,24.0
4692,4057,29.5
3775,1454,24.5
4317,490,30.0
1761,276,21.0
2965,1444,21.0
846,1584,28.0
2996,698,28.0
2884,1496,23.0
2028,4010,20.5
1362,4664,26.0
4318,2989,25.5
4213,4065,26.0
2712,4513,24.0
828,2879,27.0
4893,928,27.0
1839,2270,27.5
3761,3435,22.5
2473,2424,23.0
39,1835,25.5
103,596,27.5
4236,1617,20.0
3787,2916,27.5
3262,3118,30.0
3050,222,20.5
4387,4467,20.0
1129,1425,26.5
2506,4392,23.5
102,376,28.0
55,690,28.0
4827,1980,26.5
3127,2521,24.5
4366,178,24.0
1306,4581,24.0
2954,4262,27.0
642,4693,29.0
2938,1300,23.0
1346,3397,21.0
3972,3874,21.5
2888,4907,24.0
4332,128,29.5
2687,1103,24.5
3099,3093,21.0
3052,683,26.5
4410,712,20.5
4548,3944,20.5
179,601,24.5
3896,312,28.0
351,693,25.0
2432,1393,28.0
421,724,27.5
735,2458,27.5
4924,3618,21.5
1544,784,21.0
829,714,27.5
2918,1077,20.5
3521,4036,21.5
4742,2256,29.0
3438,81,28.0
4876,637,21.0
3138,3204,22.5
154,2741,25.5
1053,1057,26.5
3049,3932,22.5
2076,2172,26.0
767,543,21.0
4798,3478,29.5
1420,1049,26.5
3702,242,30.0
4785,4446,20.0
1883,718,28.5
2425,3032,20.0
972,4291,24.5
2055,4580,24.5
2720,4011,22.0
1510,4505,21.5
972,1295,25.5
117,1840,27.5
3721,1729,20.0
4736,3678,25.0
2933,1137,29.5
4280,622,27.5
1864,4139,24.5
891,2125,23.5
2174,3679,24.5
3833,4962,26.5
4879,4857,25.0
2607,780,26.0
3333,2767,30.0
4436,426,23.5
322,3518,21.0
3820,1910,28.5
292,4885,26.0
1545,2329,23.5
3022,4899,25.0
3279,1162,25.5
160,1472,25.5
1095,3162,24.0
2098,3336,28.5
1289,1211,29.5
3026,3227,21.0
4968,4700,24.5
1819,4976,21.5
4119,1126,28.0
2344,512,30.0
3868,151,24.0
3489,4294,29.0
4752,33,27.0
649,4193,26.0
4017,2305,23.0
3871,475,30.0
3821,1064,25.0
1737,1103,24.0
26,4636,26.0
3429,3145,28.0
3486,4904,23.5
2113,1342,25.0
2193,4777,25.0
3495,2092,21.5
4693,3552,22.0
3985,1189,26.0
788,1588,26.5
2491,3551,30.0
2247,4573,21.0
678,1761,27.0
3596,3559,29.5
1463,3003,21.0
842,4960,26.5
3928,4439,22.5
4586,3451,30.0
1952,1951,21.0
1091,2002,24.5
2258,4743,29.0
4714,1275,23.0
297,3149,27.5
3072,1798,28.5
1599,4974,23.0
2413,4099,28.5
4052,2439,21.5
2490,655,25.0
424,589,21.0
1375,3088,20.0
2995,2625,20.0
487,4403,20.5
3395,3699,23.5
4846,98,28.0
1220,331,20.5
129,276,25.5
4088,4699,23.5
4483,3616,21.5
3974,569,24.0
4061,1572,28.5
3340,4047,21.5
3047,3050,28.5
2864,4953,26.0
4025,4782,24.0
2186,2285,25.5
1385,2122,30.0
218,4506,22.0
4122,4968,24.5
4677,1217,28.5
212,901,23.0
1068,154,22.5
1248,3191,25.0
1741,4828,23.5
3856,597,26.0
3728,4459,22.5
1815,2895,26.0
1917,2783,20.5
212,3968,21.0
1490,703,22.5
3961,4959,28.0
4892,56,22.0
3371,2534,27.5
3417,4555,22.0
951,4656,20.5
817,3437,30.0
2676,4939,22.0
3280,489,27.5
3069,434,23.0
4481,1258,28.5
1732,4680,25.0
3764,1225,25.5
2520,4731,29.0
1271,3911,23.0
682,804,26.0
3790,3031,24.5
501,4323,26.0
3940,3595,29.0
4308,4270,22.0
50,1988,26.5
3135,4455,21.0
3258,3002,25.0
3127,3848,23.0
1531,4965,22.0
1141,1771,29.5
62,3660,22.5
2498,1875,23.5
3240,2114,25.5
276,3989,26.0
2170,3948,30.0
3022,2508,21.5
4381,1270,21.5
684,2368,27.5
2381,3226,29.5
556,2785,30.0
3443,3690,20.5
4028,2830,23.0
2560,4417,25.5
4561,4580,26.0
1601,3500,28.5
4605,3853,28.0
1260,234,27.0
4331,2283,22.0
2966,4618,28.5
2198,415,20.0
4481,2367,25.5
4279,4699,27.5
1614,2373,22.0
2045,905,26.5
2934,3170,24.5
1838,4879,21.5
4133,4710,22.5
726,2267,25.5
2227,4920,22.5
2366,1440,22.5
1353,1881,23.5
4165,332,28.5
772,997,29.5
2044,4459,23.5
1629,2652,24.0
1629,1106,20.0
3423,1204,21.0
4778,3836,20.5
1122,1957,27.5
3663,1705,26.5
3722,4400,24.0
1929,4324,28.5
331,1565,28.0
247,3618,28.0
3478,4517,24.0
2158,1832,20.5
2284,3095,22.5
2759,4380,29.5
387,1749,28.0
4574,4881,21.0
4970,3992,29.0
3684,3739,20.0
413,892,24.0
3874,3256,25.0
2850,2958,28.5
4627,2348,22.0
825,2004,24.0
2465,3988,27.5
4454,3932,26.5
4947,263,23.0
4770,4748,25.0
4679,1522,28.0
2709,2019,27.5
2402,758,25.0
4680,2886,27.0
2433,4155,28.5
1678,2785,27.5
3862,4405,22.5
3997,4841,23.0
4356,26,21.5
4066,1330,23.0
597,481,22.5
528,37,26.5
3052,3329,30.0
801,946,21.5
2704,4323,25.5
3950,3466,27.0
3555,148,27.5
1637,544,24.0
1574,3556,25.5
1258,4077,27.5
993,3829,28.0
282,1613,22.0
2946,257,25.0
2753,4542,25.5
4031,3500,25.5
3329,4300,30.0
3193,1674,21.0
3489,940,26.5
4258,2326,23.0
4646,130,29.0
4554,4644,25.5
323,1968,28.5
2312,1705,29.0
2597,4731,23.0
192,1697,26.5
205,2829,27.0
520,3117,23.0
169,2201,24.0
2338,2931,21.0
906,2654,28.0
4589,3730,26.5
1844,832,30.0
1154,4064,21.0
4303,2539,21.5
2920,1404,25.0
1776,535,27.5
3473,1768,20.5
3819,2858,23.0
1794,31,20.5
2955,3587,26.5
4521,3013,24.5
2439,1193,21.5
2746,1556,28.5
2203,4586,24.0
1016,1521,20.5
648,350,28.0
2404,1305,21.5
485,329,29.5
4804,2513,28.0
1506,3368,25.5
1463,2096,23.5
1271,577,20.0
2431,3093,26.0
1742,3131,26.0
2641,4204,23.0
3724,2726,28.0
1903,798,22.5
4792,1769,26.5
1038,3302,20.5
1423,485,25.5
208,1197,23.5
3716,1130,28.0
832,1727,20.0
4907,3986,22.0
823,2076,27.0
2918,507,25.5
1912,3258,28.0
2826,2485,30.0
3471,4749,25.0
3033,2322,23.5
3794,3915,26.5
638,2191,29.5
1068,1314,27.0
1657,2532,21.5
1627,3685,21.0
2042,4877,21.5
4538,3894,23.5
4170,1409,26.0
645,3040,21.0
998,3920,24.5
1926,977,21.5
1933,160,27.5
802,1448,27.5
4970,2592,24.0
2084,1567,24.0
256,573,26.5
622,4465,27.0
1083,581,23.0
1366,4581,21.5
4069,3011,20.5
2056,3590,22.5
1749,1036,24.5
4237,1976,27.0
3754,1525,21.0
2400,1627,26.5
3258,4879,22.5
641,1236,27.0
4018,203,21.5
2651,3041,21.0
3300,362,23.5
1566,2167,20.0
4936,1117,22.0
2027,263,21.5
1515,4141,23.0
4630,351,25.5
1504,2973,22.0
1779,4733,29.5
74,3858,29.5
4273,3957,20.5
2081,1696,23.5
1516,3887,22.5
3067,1994,27.5
1583,2839,25.5
3087,3965,22.5
360,2074,27.5
320,4070,29.5
2575,2620,27.5
1391,4914,29.0
1165,2600,29.5
488,3078,23.0
4711,870,28.5
692,2698,29.5
3074,4057,27.0
3142,1108,26.0
160,2964,25.5
3338,727,27.5
772,1927,22.0
2347,3755,20.5
4140,684,25.5
1823,1824,28.0
1664,3197,22.0
151,73,26.0
3311,4690,21.5
3299,1512,28.0
747,2396,30.0
4831,2915,23.5
4224,3195,23.5
1727,481,27.5
4086,714,30.0
1968,825,25.0
4439,4409,22.5
737,610,28.5
2957,1210,24.5
712,2987,23.5
758,4107,28.5
430,3875,29.0
1177,3756,22.0
1061,1175,20.5
1011,1768,25.5
4430,297,21.5
3522,3523,23.0
1740,4374,24.5
2569,4825,25.0
162,3565,20.0
2400,4314,28.0
1702,3769,28.0
487,4976,21.5
956,4512,24.0
2216,1093,23.5
1584,199,22.0
3005,285,27.0
3644,3681,26.0
307,1218,28.5
1563,4155,21.5
3478,3324,29.0
4762,3252,26.5
2514,1032,25.0
379,141,30.0
2269,722,26.5
705,236,21.0
2016,2209,25.0
864,541,22.0
4040,2566,25.5
2668,4557,27.5
1539,3019,29.0
3115,4357,21.5
2615,3903,24.5
4223,2680,26.5
814,2704,20.5
3214,3996,21.5
4878,4608,29.5
1267,2660,30.0
4647,1587,22.0
1198,4768,27.0
2763,3467,27.0
1863,2470,30.0
3231,391,27.5
1264,1427,29.0
755,4972,23.5
1752,2925,25.0
4610,2946,29.5
3443,4098,24.5
152,1935,23.0
1501,397,29.0
3258,557,28.0
53,4143,23.0
1093,2087,24.0
1001,3332,26.5
4590,2826,24.5
164,2357,25.0
4700,3234,29.0
4740,3346,22.0
1610,935,30.0
4877,1415,23.0
3172,1432,25.5
137,2159,24.5
664,4556,24.0
3078,4755,21.5
728,4725,23.5
3393,4609,28.0
3889,3054,23.5
2595,724,28.5
2554,1684,22.0
847,1641,22.5
4162,2448,20.5
1672,1183,29.5
3978,3780,27.0
3044,2119,26.5
515,1682,26.5
4912,2897,26.0
1579,4557,22.5
3214,3743,29.5
2201,60,30.0
4372,1175,22.0
4564,1144,29.0
4951,4593,26.5
3768,1579,23.5
3782,306,20.5
3178,1792,26.0
3270,725,26.5
1765,694,22.0
4014,1391,24.5
3518,2591,29.5
4124,426,27.0
3636,3249,28.5
3328,3317,29.5
1464,4019,25.0
4896,383,28.5
4755,2051,26.0
2810,3820,26.5
3188,1013,27.5
1725,1996,24.5
321,4448,23.0
3386,1483,28.5
4365,4188,23.0
3712,4321,24.5
2790,2424,23.5
1865,3935,26.5
167,412,25.5
521,1942,23.5
4049,663,26.5
4340,3430,29.5
737,1780,27.5
3296,2484,29.5
3665,4784,25.5
2599,442,22.5
1677,727,22.5
2238,1597,20.0
1576,2643,24.0
2549,3029,25.5
4183,899,21.0
118,1178,20.0
4405,4362,28.0
738,3161,23.0
2123,1258,22.0
2276,1493,29.0
1764,2685,27.0
872,954,27.0
4198,409,24.0
2537,3262,28.5
3299,1795,24.5
4149,2580,25.0
673,4281,30.0
2742,2862,21.0
39,1675,23.0
830,2591,27.5
4015,745,24.5
2329,767,23.0
3287,4261,26.0
744,1315,27.5
1476,3800,24.0
2069,3054,27.5
1671,4617,22.0
4706,1950,27.0
2938,44,23.5
4176,2977,26.5
2746,4946,26.0
2817,2289,21.5
3609,1140,20.5
220,4157,22.5
4581,1870,28.5
541,4728,22.5
393,1226,23.0
1578,1402,22.0
1936,1642,26.5
4786,3409,30.0
2504,818,22.5
3592,2382,20.5
168,2561,25.5
3139,330,24.0
72,2826,25.0
1287,4959,26.5
1541,4201,22.5
3871,808,24.5
3504,4354,28.5
2935,3492,21.5
3126,3630,22.0
1342,3327,28.0
4184,4690,23.0
520,3004,23.5
2772,749,25.0
382,3718,24.5
3572,1753,22.5
4557,4460,29.5
2766,270,29.0
1115,1582,25.0
4977,1467,20.0
4973,1923,20.5
365,3089,20.5
242,4939,26.5
3318,3877,26.0
3834,4070,27.0
1933,2182,29.0
4927,1792,28.0
4252,4829,26.5
29,2150,22.0
4961,2961,30.0
3558,3376,21.0
765,405,28.0
1053,2902,20.0
404,2315,24.0
160,2426,22.0
2915,3309,25.0
3231,1715,23.0
88,4054,29.0
3999,2475,24.5
2413,4547,25.5
2345,4200,24.0
2917,4049,23.5
1477,1587,23.0
1673,4385,27.5
1248,1972,28.5
2620,2874,20.0
492,137,22.0
103,3409,28.0
1212,875,25.5
34,1364,29.5
498,2716,26.5
3688,2540,22.0
1971,3244,22.0
4821,185,25.5
1019,195,26.0
2690,3463,27.0
3754,1833,21.0
4833,4034,27.0
1508,1372,24.5
2636,2765,23.5
1284,2367,20.5
2747,1937,26.5
1973,3396,26.0
1880,2009,22.0
1572,3262,21.0
3284,175,27.5
4129,2937,20.5
4197,1320,26.5
4474,1166,23.5
3359,2108,30.0
4174,4974,24.5
518,4187,27.5
3999,2717,24.0
4894,4915,30.0
82,4313,26.5
2012,3189,29.5
2289,4659,23.0
3947,4718,25.5
751,327,26.0
43,4252,21.0
3389,4071,23.0
2411,4383,30.0
30,2901,25.0
1958,406,26.0
163,2627,26.0
4556,4140,22.5
3085,1932,25.5
4077,4355,21.5
4769,255,20.0
2558,4216,27.0
974,1698,25.5
4831,2062,25.5
3327,4636,25.0
2270,2979,28.0
531,3325,26.0
1173,3365,26.0
3645,4198,20.5
3615,80,26.0
311,3281,29.0
2717,292,24.5
4254,4272,24.0
2477,1289,20.0
1154,2804,21.0
1621,4522,22.5
3004,4837,27.0
3402,1402,23.5
50,932,26.0
1052,934,23.5
2021,4265,26.5
3485,1424,25.0
4659,2210,27.5
2300,2878,22.0
334,286,20.5
2299,68,27.5
4533,2330,21.5
4120,758,23.0
2218,1156,25.5
3550,3136,24.5
1321,2851,21.5
4060,4970,25.0
2458,275,27.5
4151,3320,25.5
349,2782,28.5
1371,1445,21.0
3546,1843,23.5
1748,119,25.5
2840,4786,23.5
3938,4231,27.5
4101,156,21.0
4644,1163,29.0
3903,2214,25.0
4682,456,26.0
4338,3990,29.5
4634,1459,21.5
2475,4048,23.5
4666,3992,26.0
1746,3798,22.5
3967,138,24.0
2008,1766,26.0
2048,639,26.0
3450,3081,21.0
2726,3416,24.0
4615,920,21.5
1818,3350,22.0
1066,39,23.0
4544,2699,24.0
714,841,21.0
3789,4257,22.5
4945,1677,24.0
2442,3265,29.0
1242,1302,23.5
198,4665,26.5
3497,3904,27.5
4213,4883,24.0
2617,4278,28.0
3672,3570,21.5
1100,2415,24.0
1336,3518,20.0
1740,4946,24.5
1793,2773,25.5
1485,4746,20.5
3856,1300,23.0
2956,4737,29.0
1943,4473,25.0
3192,3870,20.5
4930,3945,21.5
1427,4967,27.5
559,1492,29.5
3386,567,26.5
2120,220,20.0
1037,604,20.0
23,3949,22.0
3945,3096,23.0
704,3800,21.5
2639,1332,29.0
3328,452,20.0
2249,2125,23.0
4837,2604,25.0
2609,2577,23.5
3927,811,27.0
3306,2869,26.0
1912,1448,24.5
4361,711,20.5
3613,2253,29.0
2103,3113,24.5
2454,2967,26.0
3489,1284,20.5
3455,1156,29.0
2673,94,28.5
1207,1895,20.5
203,4381,22.5
2982,3319,28.5
2280,1161,29.0
4794,2273,20.0
196,1591,22.0
1628,3567,29.0
2106,1622,25.5
2404,3871,26.0
541,2923,24.5
4223,4778,26.5
1472,2474,23.5
128,502,29.5
4556,3804,28.5
3373,2592,21.0
4310,1970,27.0
